ts,D,R,P_gas,tau,P,R_share
91,54820.52677134785,20344.516678416174,16.785218167276,29.977720131108935,10.851473666232433,0.3711112949219107
92,56217.18919867398,22663.023186076538,28.310667372654997,29.97753207156012,13.15651649242103,0.40313333891497904
93,58196.27575009904,15683.264139861038,17.0780002018793,29.97372034752353,10.909030127256742,0.2694891371950781
94,54827.24201924251,18708.457052212427,17.77956979400331,29.964980597727465,11.047159108232528,0.3412255726021453
95,51373.80479714084,20821.61380038498,10.70229148098949,29.969003276660874,9.632709115363117,0.40529631555620715
96,55027.34656202356,23388.19138278755,13.686180041600153,29.98136423582936,10.23257706727737,0.4250285148026494
97,58188.7006469481,23079.877199748644,20.129726734047484,29.978378306638128,11.520539923469029,0.39663847006625236
98,59570.627927778194,17932.621854653702,22.49186520405608,29.990843471935168,11.996083908795008,0.30103127125661194
99,49736.071312720014,19827.345195220452,19.12181367381211,29.975448659958207,11.318224899751975,0.39865121373488144
100,54753.94287764424,22862.733214589545,17.766765984847485,29.97425960292708,11.046918097701267,0.41755409771456453
101,58019.364469483495,19676.28469113041,19.341096879342597,29.971167392418405,11.36101122397312,0.33913306136746063
102,56866.84023165602,18036.313769690216,22.205222685333197,29.99008391499967,11.938565515816556,0.31716750387776876
103,56037.375748150735,17941.565316561264,22.290639943477537,29.993869963864025,11.956595479661514,0.3201714048351621
104,60227.37671721263,23671.026487881543,19.25161519108512,29.994385317029405,11.348919367474375,0.3930276857154979
105,57357.37439890672,12491.382903410087,20.67728903747791,30.010293086723436,11.638031079176441,0.21778163722306268
106,55964.04753533351,21468.947171095595,20.424173390604984,30.00156341826098,11.585225532686241,0.3836203440707347
107,53538.93721181269,15928.638566848624,25.001690839661144,30.010088411029994,12.502860270689727,0.29751503104798593
108,54435.62166728111,22167.713442169184,19.556004663548727,29.992813779937137,11.40940437769403,0.4072280753522327
109,50311.67237789887,18932.365438468998,19.018506922697295,30.00833513800146,11.305785169039824,0.37630165215469347
110,50565.17344386308,19715.395281257588,22.80159212147728,29.996454679178083,12.059432094089978,0.3899006754747002
111,52707.5440397315,24355.878874964874,6.51729942180474,29.992211487637107,8.801512756270224,0.4620947403014103
112,54068.46987306541,14754.396950476881,19.314746268438945,30.002955826410666,11.363688210290455,0.2728835675415865
113,56538.71944928382,21024.419181434085,23.128787190051224,29.986477487892504,12.122376809983372,0.371858779014147
114,55530.23706316226,23034.904484918934,25.114732267344152,29.985784276899516,12.51939252269371,0.41481732661645465
115,54362.88330789194,19367.73828415125,21.295486510993204,29.989276252431207,11.756416365306443,0.35626767944700993
116,54142.67116272272,17978.695065328146,22.1538126031471,29.99978215707109,11.930708059897192,0.3320614716494907
117,51045.02306903076,19450.731923287956,20.99418483790273,29.992312111518892,11.696914995460268,0.3810505070589105
118,51501.25249525219,15072.204207399589,16.3909601263521,30.003691838007885,10.779114984772391,0.29265704186105124
119,54928.25079868482,18545.96035623563,9.354426324266171,30.006674192452625,9.372553812966391,0.3376397406902258
120,55163.09526603818,18382.771786207868,21.56622576790858,30.001846807379387,11.813706855426563,0.3332440229750023
121,57361.04935957627,18870.811341120712,12.66899212656471,29.993954711298066,10.03228710313746,0.32898302161151594
122,54767.96578594457,19388.384659598923,24.080739280920014,29.97816897896502,12.310690100925257,0.35400958172112135
123,58434.36784368337,18434.347438111974,23.11842347602089,29.991030873874166,12.121442413672721,0.3154709825461847
124,59466.032408809566,20407.551977086692,15.454032843083711,29.98124151860241,10.586116948267344,0.3431799827637975
125,56296.09798788912,20979.7338177488,20.672668922204092,29.975630898526074,11.628441509072337,0.3726676371471098
126,58805.12220634945,22554.457480748115,22.921860292931402,29.97496694782202,12.078113795541785,0.3835457972794215
127,56195.5215216696,14961.301437775835,19.63863841055016,29.97685124128547,11.4219404924314,0.26623654399232854
128,56924.02725906471,15372.022814011147,19.53151364406965,29.977949066195514,11.400789995362809,0.27004454101696174
129,55358.00178939167,20245.996484280735,20.87350916015959,29.982123621837868,11.670232737491386,0.3657284553244208
130,51213.255726964606,17448.123495468728,18.403181701890748,29.99108106156028,11.17840660576822,0.3406954556548923
131,59547.9256251529,21264.419004463973,17.83635839128596,30.009757447206262,11.069711040058758,0.35709756101868195
132,53724.410094552084,19639.459879221195,31.080636928817665,30.018344148832014,13.720713422971537,0.36555933968668614
133,49225.588631883234,20006.24553373106,12.16409122732738,30.01983792194951,9.937777725952854,0.4064196303134319
134,48124.753744003305,16611.65716695454,18.99291612969923,30.00410165068613,11.299608638611378,0.3451790580647797
135,50925.82505331908,13641.876640228718,17.63850655596629,30.00966863337848,11.030118469537879,0.2678773809937442
136,53294.3299076089,20794.465695113937,22.722846504489684,30.01905182074564,12.049332256084348,0.3901815771239312
137,49894.638033984804,17523.524267843615,20.491832070707332,30.012006823617288,11.601368120045787,0.3512105700798509
138,59166.036829624034,21164.51033472041,12.705117690614323,30.006347182752904,10.04261033381109,0.3577138417377228
139,51863.10326095524,23497.639307278372,16.11408155291645,30.00587994627881,10.724286297152993,0.4530704456508756
140,55426.04519403135,21156.0501891332,28.0813098957003,29.986307735487223,13.112838913011867,0.38169871429707247
141,52854.06287141221,15784.608148604924,21.472096213057455,29.982276712757564,11.789988420800881,0.2986451237818187
142,56424.86173658231,21856.798155288103,27.305646395712756,29.980234724025927,12.956187960149034,0.387361129165471
143,59543.2419164269,24214.943326386434,25.457777947001485,29.990437000403812,12.589164839501251,0.4066782819849446
144,51774.20465797051,22943.849082482935,20.422931078988704,30.001219875949797,11.58489118478519,0.4431521301786098
145,56394.74483212849,16112.59733039527,23.90894435196553,29.988280731564803,12.278859053284307,0.285710971445265
146,60544.61861557299,24588.120422141623,22.620433979112494,29.99488377594369,12.022807739808421,0.4061157041596623
147,50833.07439245314,18790.128102397503,21.23488714604019,29.98134549128905,11.742313802030301,0.3696437472447496
148,57761.901019181,17793.556319033472,24.236957767830212,29.971058786061423,12.3401562500814,0.3080500469180328
149,53693.550241026926,13894.317058470884,21.098947262700598,29.95740772525745,11.709141383854483,0.2587706902616828
150,53581.72804584392,11345.87717600054,23.862829097845378,29.961286266286496,12.2628873861407,0.2117489970889542
151,54139.01491047108,17920.873960079072,22.954874798221766,29.975816977087256,12.084929203916168,0.33101588548876565
152,60681.17927391363,21518.1790659698,19.396337817450473,29.955284655824666,11.368088727446262,0.3546104298474025
153,57595.90327024642,19653.378171657794,18.827890570271585,29.96370765272523,11.256505027235624,0.34122875162564853
154,57541.87458647525,23584.24762627699,35.322455693160194,29.944408882691434,14.550593359304898,0.4098623445232748
155,53769.43631941498,19250.631832718074,20.235964977535428,29.937550348385074,11.531580582603354,0.3580218270907759
156,57569.51399195564,11913.17690435817,25.219143231665957,29.93543422981635,12.52768720378728,0.20693551288313522
157,53392.58140669598,24555.657888245063,23.468661265178667,29.93514625357563,12.177518816429641,0.4599076733376583
158,48633.92252642833,18077.734633778524,17.844538407194882,29.94097990979417,11.054152658887519,0.3717103966671584
159,58054.22929400299,19474.753230580176,18.94633573746795,29.945764522963298,11.275708278234415,0.3354579583160864
160,53784.04251006872,21169.852218637367,27.946260093216793,29.925821670134923,13.07070743617709,0.39360842418407344
161,54589.21513793316,17742.547591048628,24.81331092949936,29.946632607921124,12.449320337880152,0.32501928350165304
162,51358.14094656357,19504.87573086045,19.126744174024694,29.963453911504676,11.316212312681108,0.3797815764233877
163,52221.53367645964,16205.242494128808,20.308394365396087,29.958437696562143,11.551288297219752,0.3103172456505962
164,58017.86841540692,19465.52770376236,26.34946856853857,29.965299622822517,12.761218619413343,0.33550918424630016
165,53454.92158044084,22922.834032839826,18.095674309404522,29.965082166453104,11.11040540349418,0.42882551045079625
166,50408.75961632565,18040.692095778344,20.77726934199935,29.967926351517566,11.647435456279261,0.3578880383705293
167,57357.67360723779,18825.234538372362,15.418825929871108,29.956129037272042,10.572797445292233,0.3282077768230276
168,57680.8629437217,15230.14571181909,25.069456807565377,29.964687501964324,12.505063237004157,0.26404157175455056
169,56293.35793466041,19903.756130194808,19.694131296012394,29.958524337092395,11.428457343475579,0.3535720173825313
170,55756.63704522376,18819.924318509562,24.25539350490082,29.957013232028533,12.340332008987296,0.33753693400204304
171,57177.63423375453,18075.75788935549,21.76668280713068,29.94906253276524,11.840602194617446,0.31613336458549307
172,53817.833286602145,18366.691380625296,24.996369536271303,29.93112036230957,12.482053997831652,0.3412751918646575
173,48603.97094870154,14544.358974698931,17.34835071911152,29.925152125346184,10.95095817515885,0.29924219545867137
174,57813.46007177985,18697.374961211306,17.584553419156197,29.90919067562056,10.99420835273638,0.3234086826492841
175,57605.362824896,18735.698793521693,11.550426166946266,29.92021139056836,9.790138081031344,0.3252422669478346
176,58443.6303123209,19053.63882871082,19.23221413935271,29.921067616470943,11.326709731988277,0.32601737309761186
177,53122.67168899681,18773.775442914903,22.878210205511316,29.90823959689434,12.052701940325848,0.35340420287640534
178,53852.540420139,16635.08462040297,19.932461942107654,29.916683663693775,11.465663304344975,0.3089006477804345
179,52247.57498646359,19398.786590964275,19.043194656213853,29.9052952416688,11.284962741659971,0.37128587491362336
180,56820.72418473,19892.29634064709,20.728207897961376,29.90952954648009,11.623023966212298,0.3500887506462465
181,50746.22353990969,16354.412631438825,15.799813867379308,29.906064256728932,10.636478837658094,0.3222784177935289
182,49854.58931224554,14408.67948590481,27.55041679002798,29.890400532139097,12.98268349104037,0.2890141045122535
183,50528.17582439362,17246.288273373106,28.69694211473515,29.88049449519029,13.209512046744603,0.3413202236572148
184,55338.45262505791,26694.999465799807,18.151486274292775,29.8733098470897,11.09862471663098,0.4823951194781329
185,55524.78231266609,17236.670973228054,16.348262304091662,29.86001115615192,10.734655249856313,0.3104320315236264
186,53087.26717360677,21294.558993203984,20.07351986870431,29.849659068927657,11.477118740972777,0.40112366160356683
187,52151.185365343365,16566.504567772376,29.952222687546673,29.83729328406739,13.449767858526183,0.3176630493001509
188,52318.150422634746,17283.828967910293,13.852208491359761,29.851787158645173,10.233388487933246,0.33036009163719743
189,55252.637777164106,22600.25210200888,26.39469416661902,29.847439082667343,12.74079860399064,0.4090348083137047
190,51439.62950047347,20959.325415678886,17.415322304287265,29.848172303882155,10.945107536827992,0.4074548284895008
191,59591.54844008688,22886.635191472258,16.315457034064977,29.836075843010118,10.722110367565525,0.38405840745155995
192,49804.86860263755,15412.318706572087,20.139666671459374,29.839238110473385,11.48774286191022,0.30945405818731314
193,55296.19864363553,24713.46885166773,15.191116452745145,29.856441289100207,10.502333612824081,0.4469288930860747
194,52365.311700645405,24287.92555472031,21.531289658802933,29.855057377635344,11.770022276169422,0.46381707214054374
195,54178.437867554494,16808.186763365953,25.116630798194436,29.860817959317565,12.488530649468279,0.3102375672856335
196,52619.26444814743,17444.669503537476,28.99927811148121,29.867975971588855,13.266849615193456,0.33152628959167546
197,52236.9807848575,20407.311844220945,18.859600654665158,29.87499118637317,11.240667927526324,0.3906679049516704
198,50168.314213594036,17179.862149749086,19.094327274022845,29.88047735349238,11.288984793177665,0.342444477536259
199,56452.303411336536,17917.739831540657,20.525870286656964,29.906563813575733,11.581815010725325,0.31739608038637596
200,52404.047195784035,18241.3045918175,29.900133595763428,29.907938977245575,13.457011463464081,0.34808961459917614
201,60938.83981097908,21796.40709551328,24.87545504857566,29.918886935074987,12.45481274348388,0.3576767651488225
202,61620.43463146921,21606.44852275251,13.034931068661697,29.933803757389235,10.090437153079648,0.3506377170491138
203,56880.07817037182,20557.639461234983,14.039805317578146,29.933521739203407,10.29134149831648,0.36142073151972604
204,47852.58586160628,19032.668703067815,25.088881327353597,29.93705463044815,12.502039923082757,0.39773542767598596
205,60591.80797509981,21402.693261781747,29.006596155104504,29.945764173171057,13.287760274313666,0.35322750677083575
206,59015.45054262937,23019.67890754246,19.61475316322938,29.94674192144445,11.40963611300699,0.3900619023642693
207,45674.9357840267,18866.077011432135,23.14582872225141,29.928658221795875,12.111330299899251,0.413050980534272
208,53547.23437801806,15884.5665576781,15.529692604827474,29.927723866676466,10.587869487634611,0.29664588175629386
209,54911.39385709817,19582.143440393156,18.043928263703847,29.93064106624812,11.0914459193028,0.35661348337567017
210,53110.58573896171,18192.02720096295,18.682874075856592,29.925932226354053,11.218057871759832,0.3425310971032533
211,47093.74424995323,18454.486640335435,22.616177302559095,29.926649226348996,12.004897767099068,0.39186705016248014
212,49768.1138034257,17307.607626118806,23.08948068314636,29.92374523683857,12.098832445838916,0.34776499054154364
213,57067.54863677856,26420.59246863196,11.32070360696709,29.92338569524099,9.744987145203666,0.46297051651531024
214,53767.270358426715,22553.791814496915,18.44150208278905,29.931641006439474,11.171210668167678,0.4194706494145496
215,60306.942628149656,21532.041857805514,21.364934259277334,29.948619634215547,11.760141760409354,0.35704084669938047
216,55644.025892952035,21731.10876824206,26.230145966092564,29.93163751878638,12.728938572915109,0.3905380392505812
217,52475.88791697849,15181.10182635579,25.360672549946408,29.93603412341175,12.556143040842219,0.2892967118607624
218,55540.098376134,24707.576989159734,15.269726329387046,29.94095989496032,10.539185239617488,0.4448601589041615
219,60671.98069857668,20112.206614290466,16.46858910964316,29.961470514511173,10.784085450556425,0.3314908526591466
220,60799.11950311439,22804.43133474266,24.41290770513462,29.962105312994982,12.373107869275671,0.37507831562551697
221,53267.46035209844,22414.036188832197,14.758906939119338,29.9630762400729,10.442550447842093,0.4207828952361385
222,53269.787678086155,20487.806182704273,22.780039377930574,29.966579120378494,12.04765265568074,0.38460461503082805
223,56489.041519345104,21138.15108266806,24.344129454725845,29.969462510519126,12.361191518574952,0.3741991457835081
224,50896.17974818164,18215.60346912253,24.89960575110875,29.984982188261462,12.476166697287116,0.3578972637877269
225,58214.522657112626,19313.851769513436,20.622948717568914,29.98382646592281,11.620546359994485,0.33177033647210846
226,57674.46506822691,18708.85575703087,22.34841906635166,29.99192878528585,11.967666009591795,0.3243871570355951
227,55874.58200100374,20243.057487889393,33.1114212614851,29.98574404062852,14.11872026245415,0.3622945669199949
228,55035.63441628756,19190.71645601916,19.024655872798373,29.986104901617068,11.301457399963942,0.3486961976464425
229,55985.987580436595,19270.987753198162,16.337733559008402,29.987911996153485,10.764524710840051,0.3442109103730823
230,52102.0380082849,16771.076832173323,16.980719072783938,29.987645859491106,10.893055279429564,0.3218890752316925
231,53639.00130355692,14783.103370678406,21.462463531064074,29.97441009639491,11.786095230311542,0.2756036281700514
232,54202.597185934246,17732.40199798687,18.552589339304056,29.957909765426923,11.199995309217542,0.3271504119472063
233,49875.655152590596,23554.366968509432,17.13906249482535,29.96211729291886,10.918341822194785,0.4722618058138128
234,59228.689005659355,22825.95353744871,24.265771950312356,29.956347429637532,12.342241247471854,0.38538677658841425
235,53218.31082288614,18875.95140090486,24.349709848048647,29.97187405057995,12.362910482254717,0.35468903670627966
236,53231.378956205466,19997.93975255717,21.759109560290558,29.975993931354974,11.845820394896855,0.3756795361061354
237,51749.56205132377,13350.929657786164,12.784251560690404,29.9765359499496,10.050984299625481,0.25799116221592533
238,52263.07456589999,18810.92367111154,16.67678017476582,29.968221370755803,10.827411377642115,0.3599276128960288
239,55744.01797490074,17845.11475529505,20.360105418875662,29.9541095214345,11.560548464133758,0.3201260943071951
240,51991.012882730196,16430.617156332726,21.27821145217875,29.947730169716603,11.7425748328649,0.31602802571654587
241,57529.12423265147,23086.616327530803,20.400844023843877,29.929965552789067,11.562660192966042,0.4013031075211061
242,59776.850406305886,21978.772636090576,24.024652742318956,29.928013530640822,12.286933931123997,0.3676803392400217
243,52199.45909296408,18652.41470542596,20.07944783077482,29.921218032710982,11.49619407433271,0.3573296549339168
244,52490.70498072308,21422.697665453514,16.38845078675948,29.92438871434139,10.758787335937244,0.40812364157274855
245,53119.59573690314,18184.030637814667,22.08037505941385,29.92160671901362,11.896476691636176,0.3423224590766585
246,61797.09516238825,17687.625016421673,24.776573694282746,29.909098751344963,12.43258942669279,0.2862209780240115
247,55543.28309964688,19248.621438279235,19.79039303326127,29.908738274720232,11.435263175332313,0.34655174062625066
248,54633.43037322931,18964.96112300039,15.834021417563857,29.90547263004645,10.643172441024383,0.34713106962972856
249,55262.94372926791,19176.90995740344,21.155192116079014,29.89169913854091,11.70396320785103,0.3470120964122134
250,54181.85196189634,23921.057065683406,18.586708617397104,29.87590393154631,11.186317706366,0.44149574441467987
251,59126.09737305813,20796.543504240082,17.160626700377314,29.89116439072448,10.904916437756583,0.3517320511283466
252,60978.63465032066,22713.63074660253,29.934945798466348,29.880906584951408,13.45721580593112,0.372485065906327
253,55651.82013172536,16298.665750354636,14.621236073605491,29.88762396977312,10.396153207164378,0.29286851196917596
254,48899.44644279496,18997.61197344573,17.820905278319195,29.909799062882406,11.041630821384441,0.38850362029496793
255,53892.843996395364,18883.491719116166,16.743269312512137,29.90696409807327,10.825394887020746,0.3503895938462478
256,54575.12337167208,22831.254861815796,15.358964104125395,29.922665059657632,10.552459085739487,0.4183454557917986
257,55753.72374118383,17584.08628603344,8.427667869714835,29.929265763477037,9.167850014812226,0.31538855355493556
258,47714.20924418987,17961.625656079148,13.65699069744748,29.931926788060117,10.214379836504525,0.3764418595759569
259,60638.03961108031,28432.28293451438,14.869174876216231,29.937824865055827,10.458291191507204,0.4688852594324139
260,50675.10034122452,18628.24371717701,29.864744088424462,29.92667538749648,13.454617664559013,0.3676015161636062
261,48066.47910726482,18217.335078887885,19.59893871776213,29.916172231043248,11.398830801313238,0.37900290217293026
262,49395.3210455729,18022.844681701852,19.314686756573952,29.911096412059692,11.340711454329714,0.36486947144393883
263,48788.330403911685,15287.170910122177,27.227709567276655,29.908978050027354,12.922786425962169,0.3133366275000979
264,61330.5744052645,21194.577216101246,16.20603019333996,29.90126630511199,10.716522614945989,0.3455793039871145
265,56601.442123178385,20498.40398637573,22.236603455316565,29.9023248013357,11.922901891397238,0.36215338721876134
266,51397.76868269469,20871.79376030757,21.76127680970327,29.909785107145442,11.829701638727014,0.40608365489871884
267,52647.31019966357,15309.741212931382,23.29994064169248,29.90343741270683,12.135847481515203,0.29079816527890184
268,66131.32055085931,18666.413760841606,33.97587644748277,29.905997758544586,14.271674729132702,0.2822628310663464
269,56812.69979018538,14724.979183056099,16.222900032721068,29.90724072801807,10.721390188548732,0.2591846407130241
270,62865.718453883586,19888.18032649462,23.609343498549705,29.892757595897617,12.195058098684346,0.3163597078920524
271,52400.461092354206,18804.776358578718,26.13619720531408,29.887269879667404,12.699056910979667,0.3588666199985507
272,54504.01724750469,19419.084760652244,12.230740773565401,29.885863616183517,9.91761405875896,0.3562872195726323
273,53883.57137324445,15305.38821059892,15.284013221796187,29.896496635241853,10.5309268031697,0.2840455415358514
274,54444.675843168174,17263.274488866417,23.176710000476007,29.891252949064825,12.108155237361409,0.31707920419242697
